Gene,Disease,MOI,"Expert Panel",SOP,Classification,"Last Eval."
NSUN2,RASopathy,AR,RASopathy,SOP6,Disputed,02/04/2019
NSUN2,"intellectual disability",AR,"Intellectual Disability and Autism",SOP6,Moderate,02/06/2019
NUBPL,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP7,Moderate,03/19/2020
OAT,"ornithine aminotransferase deficiency",AR,Aminoacidopathy,SOP6,Definitive,07/10/2019
OBSCN,"dilated cardiomyopathy",AD,"Dilated Cardiomyopathy",SOP7,Limited,11/06/2020
OCRL,"oculocerebrorenal syndrome",XL,"Intellectual Disability and Autism",SOP7,Definitive,07/10/2020
OFD1,ciliopathy,XL,"Intellectual Disability and Autism",SOP5,Definitive,04/27/2018
ORAI1,"tubular aggregate myopathy",AD,"Congenital Myopathies",SOP7,Definitive,07/13/2020
OSBPL2,"nonsyndromic genetic deafness",AD,"Hearing Loss",SOP7,Moderate,02/06/2020
OTC,"ornithine carbamoyltransferase deficiency",XL,Aminoacidopathy,SOP6,Definitive,10/29/2019
OTOA,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP6,Definitive,05/01/2018
OTOF,"autosomal recessive nonsyndromic deafness 9",AR,"Hearing Loss",SOP4,Definitive,01/30/2017
OTOG,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP6,Definitive,06/28/2018
OTOGL,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP6,Definitive,01/05/2018
P2RX2,"nonsyndromic genetic deafness",AD,"Hearing Loss",SOP6,Moderate,02/20/2018
P2RY12,"platelet-type bleeding disorder 8",AD,"Hemostasis Thrombosis",SOP7,Moderate,08/26/2020
PACS1,"Schuurs-Hoeijmakers syndrome",AD,"Intellectual Disability and Autism",SOP7,Definitive,06/26/2020
PAH,phenylketonuria,AR,Aminoacidopathy,SOP7,Definitive,04/24/2020
PAK3,"X-linked syndromic intellectual disability",XL,"Intellectual Disability and Autism",SOP5,Definitive,08/13/2018
PALB2,"hereditary nonpolyposis colon cancer",AD,"Colon Cancer",SOP4,Limited,03/12/2018
PALB2,"hereditary breast carcinoma",AD,"Breast/Ovarian Cancer",SOP4,Definitive,12/01/2016
PALB2,"familial ovarian cancer",AD,"Breast/Ovarian Cancer",SOP4,Moderate,11/08/2017
PALB2,"Fanconi anemia complementation group N",AR,"Hereditary Cancer",SOP6,Definitive,08/18/2019
PAX3,"Waardenburg syndrome",AD,"Hearing Loss",SOP6,Definitive,11/15/2017
PAX4,"monogenic diabetes",AD,"Monogenic Diabetes",SOP7,Refuted,01/13/2021
PCCA,"propionic acidemia",AR,Aminoacidopathy,SOP6,Definitive,12/13/2018
PCCB,"propionic acidemia",AR,Aminoacidopathy,SOP6,Definitive,12/13/2018
PCDH15,"Usher syndrome type 1",AR,"Hearing Loss",SOP4,Definitive,02/15/2017
PCDH15,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP6,Limited,06/19/2018
PCDH19,"complex neurodevelopmental disorder",XL,Epilepsy,SOP6,Definitive,09/04/2018
PCSK9,"hypercholesterolemia, autosomal dominant, 3",AD,"General Gene Curation",SOP7,Definitive,11/14/2018
PDGFRA,"gastrointestinal stromal tumor",AD,"Hereditary Cancer",SOP7,Definitive,01/13/2020
PDHA1,"Leigh syndrome",XL,"Mitochondrial Diseases",SOP6,Definitive,04/08/2019
PDHB,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP7,Moderate,03/11/2021
PDHX,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP7,Definitive,03/11/2021
PDLIM3,"hypertrophic cardiomyopathy",AD,"Hypertrophic Cardiomyopathy",SOP5,Limited,08/06/2018
PDLIM3,"dilated cardiomyopathy",AD,"Dilated Cardiomyopathy",SOP7,Disputed,09/16/2020
PDSS2,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP7,Moderate,03/11/2021
PDZD7,"autosomal recessive nonsyndromic deafness",AR,"Hearing Loss",SOP4,Definitive,04/26/2017
PET100,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP6,Moderate,05/20/2019
PET117,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP6,Limited,05/20/2019
PEX1,"peroxisome biogenesis disorder",AR,"Peroxisomal Disorders",SOP7,Definitive,05/17/2019
PEX10,"peroxisome biogenesis disorder",AR,"Peroxisomal Disorders",SOP7,Definitive,12/06/2019
PEX11B,"peroxisome biogenesis disorder",AR,"Peroxisomal Disorders",SOP7,Definitive,01/17/2020
PEX12,"peroxisome biogenesis disorder",AR,"Peroxisomal Disorders",SOP7,Definitive,12/06/2019
PEX13,"peroxisome biogenesis disorder",AR,"Peroxisomal Disorders",SOP7,Definitive,10/04/2019
PEX14,"peroxisome biogenesis disorder",AR,"Peroxisomal Disorders",SOP7,Definitive,09/20/2019
PEX16,"peroxisome biogenesis disorder",AR,"Peroxisomal Disorders",SOP7,Definitive,01/13/2020
PEX19,"peroxisome biogenesis disorder",AR,"Peroxisomal Disorders",SOP7,Definitive,01/17/2020
PEX2,"peroxisome biogenesis disorder",AR,"Peroxisomal Disorders",SOP7,Definitive,02/07/2020
PEX26,"peroxisome biogenesis disorder",AR,"Peroxisomal Disorders",SOP7,Definitive,02/07/2020
PEX3,"peroxisome biogenesis disorder",AR,"Peroxisomal Disorders",SOP7,Definitive,11/01/2019
PEX5,"peroxisome biogenesis disorder",AR,"Peroxisomal Disorders",SOP7,Definitive,01/17/2020
PEX6,"peroxisome biogenesis disorder",AR,"Peroxisomal Disorders",SOP7,Definitive,09/06/2019
PEX7,"peroxisome biogenesis disorder",AR,"Peroxisomal Disorders",SOP7,Definitive,02/14/2020
PHF6,"Borjeson-Forssman-Lehmann syndrome",XL,"Intellectual Disability and Autism",SOP5,Definitive,02/21/2018
PHF8,"syndromic X-linked intellectual disability Siderius type",XL,"Intellectual Disability and Autism",SOP6,Definitive,11/07/2018
PHGDH,"neurometabolic disorder due to serine deficiency",AR,Aminoacidopathy,SOP7,Definitive,06/29/2020
PHYKPL,phosphohydroxylysinuria,AR,Aminoacidopathy,SOP7,Limited,09/25/2020
PIGA,"undetermined early-onset epileptic encephalopathy",XL,Epilepsy,SOP6,Moderate,08/13/2020
PIK3CA,"hereditary breast carcinoma",AD,"Breast/Ovarian Cancer",SOP4,"No Known Disease Relationship",02/08/2017
PIK3CA,"familial ovarian cancer",AD,"Breast/Ovarian Cancer",SOP4,"No Known Disease Relationship",02/08/2017
PIK3R1,"SHORT syndrome",AD,"UNC Biocuration Core",SOP5,Definitive,07/03/2018
PJVK,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP6,Definitive,12/19/2017
PKD1,"autosomal dominant polycystic kidney disease",AD,"Kidney Cystic and Ciliopathy Disorders",SOP6,Definitive,02/26/2021
PKD2,"autosomal dominant polycystic kidney disease",AD,"Kidney Cystic and Ciliopathy Disorders",SOP6,Definitive,02/26/2021
PKP2,"Brugada syndrome 1",AD,"Brugada Syndrome",SOP5,Disputed,11/21/2017
PKP2,"dilated cardiomyopathy",AD,"Dilated Cardiomyopathy",SOP7,Disputed,10/09/2020
PKP2,"arrhythmogenic right ventricular cardiomyopathy",AD,"Arrhythmogenic Right Ventricular Cardiomyopathy",SOP7,Definitive,03/08/2018
PLA2G4A,"cytosolic phospholipase-A2 alpha deficiency associated bleeding disorder",AR,"Hemostasis Thrombosis",SOP7,Moderate,03/25/2020
PLCB1,"developmental and epileptic encephalopathy, 12",AR,Epilepsy,SOP7,Definitive,09/19/2020
PLEKHM2,"dilated cardiomyopathy",AR,"Dilated Cardiomyopathy",SOP7,Limited,10/09/2020
PLG,hypoplasminogenemia,AR,"Hemostasis Thrombosis",SOP6,Definitive,10/23/2019
PLN,cardiomyopathy,AD,"Hypertrophic Cardiomyopathy",SOP4,Definitive,09/19/2017
PLN,"arrhythmogenic right ventricular cardiomyopathy",AD,"Arrhythmogenic Right Ventricular Cardiomyopathy",SOP8,Moderate,12/17/2020
PLN,"intrinsic cardiomyopathy",AD,"Hypertrophic Cardiomyopathy",SOP8,Definitive,02/12/2021
PLP1,"Pelizaeus-Merzbacher disease",XL,"Intellectual Disability and Autism",SOP5,Definitive,03/07/2018
PMP2,"Charcot-Marie-Tooth disease",AD,Charcot-Marie-Tooth,SOP8,Limited,03/22/2021
PMS1,"Lynch syndrome",AD,"Colon Cancer",SOP4,Refuted,05/22/2017
PMS2,"hereditary breast carcinoma",AD,"Breast/Ovarian Cancer",SOP4,Disputed,11/08/2017
PMS2,"Lynch syndrome",AD,"Colon Cancer",SOP4,Definitive,06/26/2017
PMS2,"mismatch repair cancer syndrome 1",AR,"Hereditary Cancer",SOP6,Definitive,10/09/2018
PNKP,"microcephaly, seizures, and developmental delay",AR,Epilepsy,SOP7,Definitive,04/17/2020
PNPT1,"autosomal recessive nonsyndromic deafness",AR,"Hearing Loss",SOP4,Limited,02/23/2017
PNPT1,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP7,Moderate,03/19/2020
POGZ,"intellectual disability-microcephaly-strabismus-behavioral abnormalities syndrome",AD,"Intellectual Disability and Autism",SOP7,Definitive,03/09/2020
POLD1,"Polymerase proofreading-related adenomatous polyposis",AD,"Colon Cancer",SOP4,Definitive,04/10/2017
POLE,"Polymerase proofreading-related adenomatous polyposis",AD,"Colon Cancer",SOP4,Definitive,12/11/2017
POLH,"xeroderma pigmentosum variant type",AR,"Hereditary Cancer",SOP6,Definitive,11/02/2018
POLR2A,"neurodevelopmental disorder with hypotonia and variable intellectual and behavioral abnormalities",AD,"Syndromic Disorders",SOP7,Moderate,08/25/2020
POMGNT1,"muscular dystrophy-dystroglycanopathy",AR,"Limb Girdle Muscular Dystrophy",SOP7,Definitive,09/09/2020
POMGNT2,"muscular dystrophy-dystroglycanopathy",AR,"Limb Girdle Muscular Dystrophy",SOP7,Definitive,09/10/2020
POPDC3,"autosomal recessive limb-girdle muscular dystrophy",AR,"Limb Girdle Muscular Dystrophy",SOP8,Limited,01/13/2021
PORCN,"focal dermal hypoplasia",XL,"Intellectual Disability and Autism",SOP7,Definitive,08/05/2020
POU3F4,"nonsyndromic genetic deafness",XL,"Hearing Loss",SOP6,Definitive,01/05/2018
POU4F3,"nonsyndromic genetic deafness",AD,"Hearing Loss",SOP6,Definitive,11/21/2017
PPM1K,"maple syrup urine disease, mild variant",AR,Aminoacidopathy,SOP7,Limited,09/25/2020
PPP1CB,"Noonan syndrome-like disorder with loose anagen hair",AD,RASopathy,SOP7,Definitive,04/23/2020
PQBP1,"Renpenning syndrome",XL,"Intellectual Disability and Autism",SOP6,Definitive,11/09/2018
PRDM16,"dilated cardiomyopathy",AD,"Dilated Cardiomyopathy",SOP7,Limited,08/12/2020
PRICKLE1,"progressive myoclonus epilepsy",AD,Epilepsy,SOP7,Disputed,09/01/2020
PRICKLE1,"progressive myoclonus epilepsy",AR,Epilepsy,SOP7,Limited,08/18/2020
PRKAG2,"hypertrophic cardiomyopathy",AD,"Hypertrophic Cardiomyopathy",SOP5,Definitive,01/30/2017
PRKAR1A,"Carney complex, type 1",AD,"Hereditary Cancer",SOP6,Definitive,12/21/2018
PRKCSH,"polycystic liver disease 1",AD,"Kidney Cystic and Ciliopathy Disorders",SOP7,Definitive,07/08/2020
PRKG1,"familial thoracic aortic aneurysm and aortic dissection",AD,"Familial Thoracic Aortic Aneurysm and Dissection",SOP4,Strong,12/22/2016
PROC,"hereditary thrombophilia due to congenital protein C deficiency",SD,"Hemostasis Thrombosis",SOP7,Definitive,01/22/2020
PRODH2,"hydroxyprolinemia (disease)",AR,Aminoacidopathy,SOP6,Limited,09/13/2019
PROS1,"hereditary thrombophilia due to congenital protein S deficiency",SD,"Hemostasis Thrombosis",SOP7,Definitive,01/22/2020
PRPS1,"phosphoribosylpyrophosphate synthetase superactivity",XL,"Hearing Loss",SOP7,Limited,02/14/2020
PRPS1,"PRPS1 deficiency disorder",XL,"Hearing Loss",SOP7,Definitive,02/14/2020
PRRT2,"infantile convulsions and choreoathetosis",AD,Epilepsy,SOP7,Definitive,01/21/2020
PRSS1,"hereditary chronic pancreatitis",AD,"Hereditary Cancer",SOP7,Definitive,07/30/2020
PSAT1,"neurometabolic disorder due to serine deficiency",AR,Aminoacidopathy,SOP7,Definitive,06/29/2020
PSD3,"antecubital pterygium syndrome",AD,"General Gene Curation",SOP4,Limited,11/24/2016
PSEN1,"dilated cardiomyopathy",AD,"Dilated Cardiomyopathy",SOP7,Disputed,11/06/2020
PSEN2,"dilated cardiomyopathy",AD,"Dilated Cardiomyopathy",SOP7,Limited,09/04/2020
PSPH,"neurometabolic disorder due to serine deficiency",AR,Aminoacidopathy,SOP7,Moderate,09/29/2020
PTCD3,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP6,Limited,06/20/2019
PTCH1,"nevoid basal cell carcinoma syndrome",AD,"Hereditary Cancer",SOP5,Definitive,06/04/2018
PTCH2,"nevoid basal cell carcinoma syndrome",AD,"Hereditary Cancer",SOP6,Limited,10/12/2018
PTCHD1,"non-syndromic X-linked intellectual disability",XL,"Intellectual Disability and Autism",SOP5,Definitive,09/19/2018
PTEN,"PTEN hamartoma tumor syndrome",AD,PTEN,SOP4,Definitive,10/09/2017
PTPN11,"Noonan syndrome",AD,RASopathy,SOP5,Definitive,07/24/2018
PTPN11,"Costello syndrome",AD,RASopathy,SOP5,Disputed,05/31/2018
PTPN11,"cardiofaciocutaneous syndrome",AD,RASopathy,SOP5,Disputed,05/30/2018
PTPN11,"Noonan syndrome with multiple lentigines",AD,RASopathy,SOP5,Definitive,07/25/2018
PTPRJ,"hereditary nonpolyposis colon cancer",AD,"Hereditary Cancer",SOP6,Limited,10/12/2018
PTPRQ,"autosomal recessive nonsyndromic deafness",AR,"Hearing Loss",SOP4,Definitive,02/23/2017
PTS,"BH4-deficient hyperphenylalaninemia A",AR,Aminoacidopathy,SOP5,Definitive,12/22/2017
PURA,"complex neurodevelopmental disorder",AD,Epilepsy,SOP6,Definitive,12/18/2018
PYCR1,"autosomal recessive cutis laxa type 2B",AR,Aminoacidopathy,SOP7,Definitive,05/21/2020
PYROXD1,"myofibrillar myopathy 8",AR,"Congenital Myopathies",SOP6,Definitive,11/05/2019
QARS1,"diffuse cerebral and cerebellar atrophy - intractable seizures - progressive microcephaly syndrome",AR,"Brain Malformations",SOP7,Definitive,05/26/2020
QDPR,"dihydropteridine reductase deficiency",AR,Aminoacidopathy,SOP5,Definitive,06/18/2018
RAB27A,"Griscelli syndrome type 2",AR,"Syndromic Disorders",SOP8,Definitive,12/17/2020
RAB28,"cone-rod dystrophy 18",AR,"UNC Biocuration Core",SOP5,Limited,07/03/2018
RAB39B,"early-onset parkinsonism-intellectual disability syndrome",XL,"Intellectual Disability and Autism",SOP5,Definitive,06/04/2018
RAB3GAP1,"Warburg micro syndrome 1",AR,"Brain Malformations",SOP7,Definitive,05/26/2020
RAD21,"Cornelia de Lange syndrome",AD,"Intellectual Disability and Autism",SOP7,Definitive,01/08/2020
RAD50,"hereditary breast carcinoma",AD,"Breast/Ovarian Cancer",SOP4,Limited,12/14/2016
RAD50,"familial ovarian cancer",AD,"Breast/Ovarian Cancer",SOP4,Disputed,10/26/2016
RAD51C,"Fanconi anemia",AR,"General Gene Curation",SOP4,Moderate,01/05/2017
RAD51C,"hereditary breast carcinoma",AD,"Breast/Ovarian Cancer",SOP4,Disputed,05/10/2017
RAD51C,"familial ovarian cancer",AD,"Breast/Ovarian Cancer",SOP4,Definitive,04/12/2017
RAD51D,"hereditary breast carcinoma",AD,"Breast/Ovarian Cancer",SOP4,Limited,11/08/2017
RAD51D,"familial ovarian cancer",AD,"Breast/Ovarian Cancer",SOP4,Definitive,10/11/2017
RAF1,"Costello syndrome",AD,RASopathy,SOP5,Disputed,07/24/2018
RAF1,"Noonan syndrome",AD,RASopathy,SOP5,Definitive,07/24/2018
RAF1,"cardiofaciocutaneous syndrome",AD,RASopathy,SOP5,Disputed,05/31/2018
RAF1,"Noonan syndrome with multiple lentigines",AD,RASopathy,SOP5,Limited,07/25/2018
RAI1,"Smith-Magenis syndrome",AD,"Intellectual Disability and Autism",SOP5,Definitive,09/27/2018
RANGRF,"Brugada syndrome",AD,"Brugada Syndrome",SOP5,Disputed,11/21/2017
RASA1,"Noonan syndrome",AD,RASopathy,SOP5,Disputed,06/07/2018
RASA2,"Noonan syndrome",AD,RASopathy,SOP5,Limited,07/24/2018
RASGRP2,"platelet-type bleeding disorder 18",AR,"Hemostasis Thrombosis",SOP6,Definitive,09/27/2019
RB1,retinoblastoma,AD,"Hereditary Cancer",SOP7,Definitive,07/30/2020
RBM20,"dilated cardiomyopathy",AD,"Dilated Cardiomyopathy",SOP7,Definitive,08/20/2020
RBM8A,"thrombocytopenia-absent radius syndrome",AR,"Hemostasis Thrombosis",SOP7,Definitive,05/15/2020
RDX,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP6,Definitive,01/02/2018
RECQL,"hereditary breast carcinoma",AD,"Breast/Ovarian Cancer",SOP4,Moderate,09/28/2016
RECQL,"familial ovarian cancer",AD,"Breast/Ovarian Cancer",SOP4,"No Known Disease Relationship",09/14/2016
RECQL4,"Rothmund-Thomson syndrome",AR,"Hereditary Cancer",SOP6,Definitive,10/11/2018
RET,"multiple endocrine neoplasia type 2B",AD,"Hereditary Cancer",SOP7,Definitive,05/14/2020
RET,"multiple endocrine neoplasia type 2A",AD,"Hereditary Cancer",SOP7,Definitive,05/14/2020
RHBDF2,"palmoplantar keratoderma-esophageal carcinoma syndrome",AD,"Hereditary Cancer",SOP7,Definitive,07/30/2020
RINT1,"hereditary breast carcinoma",AD,"Breast/Ovarian Cancer",SOP4,Disputed,09/26/2016
RINT1,"familial ovarian cancer",AD,"Breast/Ovarian Cancer",SOP4,"No Known Disease Relationship",09/14/2016
RIPOR2,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP6,Moderate,09/18/2018
RIT1,"Noonan syndrome",AD,RASopathy,SOP5,Definitive,07/24/2018
RNASEH1,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP7,Limited,01/14/2021
RNF43,"sessile serrated polyposis cancer syndrome",AD,"Colon Cancer",SOP4,Limited,10/23/2017
ROR1,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP6,Limited,03/20/2018
RPE65,"Leber congenital amaurosis",AR,"Harvard/Geisinger Biocuration Core",SOP5,Definitive,02/13/2018
RPE65,"retinitis pigmentosa",AD,"Harvard/Geisinger Biocuration Core",SOP5,Moderate,03/05/2018
RPS10,"Diamond-Blackfan anemia",AD,"General Gene Curation",SOP4,Definitive,01/19/2017
RPS20,"hereditary nonpolyposis colon cancer",AD,"Colon Cancer",SOP4,Limited,06/08/2017
RPS24,"Diamond-Blackfan anemia",AD,"General Gene Curation",SOP4,Definitive,01/19/2017
RPS6KA3,"Coffin-Lowry syndrome",XL,"Intellectual Disability and Autism",SOP6,Definitive,05/28/2019
RRAS,"Noonan syndrome",AD,RASopathy,SOP5,Limited,07/24/2018
RRAS2,"Noonan syndrome",AD,RASopathy,SOP6,Strong,06/27/2019
RS1,"X-linked retinoschisis",XL,Retina,SOP8,Definitive,12/18/2020
RUNX1,"hereditary thrombocytopenia and hematologic cancer predisposition syndrome",AD,"Hereditary Cancer",SOP5,Definitive,06/04/2018
RYR1,"malignant hyperthermia, susceptibility to, 1",AD,"General Gene Curation",SOP8,Definitive,11/25/2020
RYR1,"RYR1-related myopathy",AR,"Congenital Myopathies",SOP7,Definitive,07/27/2020
RYR1,"RYR1-related myopathy",AD,"Congenital Myopathies",SOP7,Definitive,10/26/2020
RYR2,"catecholaminergic polymorphic ventricular tachycardia 1",AD,"Hypertrophic Cardiomyopathy",SOP4,Definitive,03/08/2017
RYR2,"hypertrophic cardiomyopathy",AD,"Hypertrophic Cardiomyopathy",SOP5,Limited,07/19/2019
RYR2,"arrhythmogenic right ventricular cardiomyopathy",AD,"Arrhythmogenic Right Ventricular Cardiomyopathy",SOP7,Refuted,07/19/2019
RYR3,"undetermined early-onset epileptic encephalopathy",AD,Epilepsy,SOP6,Limited,06/19/2018
RYR3,"congenital myopathy",AR,"Congenital Myopathies",SOP7,"No Known Disease Relationship",01/27/2020
S1PR2,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP4,Strong,03/02/2017
SARDH,sarcosinemia,AR,Aminoacidopathy,SOP6,Limited,06/28/2019
SATB2,"SATB2 associated disorder",AD,"Intellectual Disability and Autism",SOP7,Definitive,09/15/2020
SBDS,"Shwachman-Diamond syndrome",AR,"Hereditary Cancer",SOP7,Definitive,07/30/2020
SBF2,"Charcot-Marie-Tooth disease type 4B2",AR,Charcot-Marie-Tooth,SOP8,Definitive,03/22/2021
SCARB2,"progressive myoclonus epilepsy",AR,Epilepsy,SOP7,Definitive,08/23/2020
SCN10A,"Brugada syndrome 1",AD,"Brugada Syndrome",SOP5,Disputed,11/21/2017
SCN1A,"obsolete early infantile epileptic encephalopathy",AD,Epilepsy,SOP6,Strong,10/25/2019
SCN1A,"generalized epilepsy with febrile seizures plus",AD,Epilepsy,SOP6,Definitive,09/06/2019
SCN1A,"obsolete Dravet syndrome",AD,Epilepsy,SOP6,Definitive,08/20/2019
SCN1A,"migraine, familial hemiplegic, 3",AD,Epilepsy,SOP7,Moderate,01/24/2020
SCN1B,"Brugada syndrome 1",AD,"Brugada Syndrome",SOP5,Disputed,11/21/2017
SCN2A,"complex neurodevelopmental disorder",AD,Epilepsy,SOP6,Definitive,05/07/2019
SCN2B,"Brugada syndrome 1",AD,"Brugada Syndrome",SOP5,Disputed,11/21/2017
SCN3B,"Brugada syndrome 1",AD,"Brugada Syndrome",SOP5,Disputed,11/21/2017
SCN4B,"long QT syndrome",AD,"Long QT Syndrome",SOP7,Disputed,09/25/2018
SCN5A,"Brugada syndrome",AD,"Brugada Syndrome",SOP5,Definitive,11/21/2017
SCN5A,"arrhythmogenic right ventricular cardiomyopathy",AD,"Arrhythmogenic Right Ventricular Cardiomyopathy",SOP6,Limited,06/06/2019
SCN5A,"dilated cardiomyopathy",AD,"Dilated Cardiomyopathy",SOP7,Definitive,11/06/2020
SCN5A,"familial long QT syndrome",AD,"Long QT Syndrome",SOP7,Definitive,09/25/2018
SCN8A,"complex neurodevelopmental disorder",AD,Epilepsy,SOP5,Definitive,07/18/2018
SCN9A,epilepsy,AD,Epilepsy,SOP8,Refuted,03/09/2021
SCO2,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP6,Definitive,03/28/2019
SDHA,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP6,Moderate,05/20/2019
SDHAF1,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP7,Limited,02/12/2020
SEC61B,"polycystic liver disease 1",AD,"Kidney Cystic and Ciliopathy Disorders",SOP7,Limited,06/10/2020
SEC63,"polycystic liver disease 2",AD,"Kidney Cystic and Ciliopathy Disorders",SOP7,Definitive,09/23/2020
SELENON,"SELENON-related myopathy",AR,"Congenital Myopathies",SOP7,Definitive,04/27/2020
SEMA4A,"hereditary nonpolyposis colon cancer",AD,"Colon Cancer",SOP4,Limited,11/13/2017
SERAC1,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP7,Definitive,01/14/2021
SERPINB6,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP6,Moderate,04/24/2018
SERPINB8,"exfoliative ichthyosis",AR,"UNC Biocuration Core",SOP5,Limited,07/03/2018
SERPINC1,"antithrombin III deficiency",SD,"Hemostasis Thrombosis",SOP7,Definitive,02/26/2020
SERPIND1,"heparin cofactor 2 deficiency",AD,"Hemostasis Thrombosis",SOP7,Definitive,11/18/2020
SERPINF2,"alpha-2-plasmin inhibitor deficiency",AR,"Hemostasis Thrombosis",SOP7,Definitive,09/23/2020
SETBP1,"complex neurodevelopmental disorder",AD,"Intellectual Disability and Autism",SOP7,Definitive,10/20/2020
SETBP1,"Schinzel-Giedion syndrome",AD,"Intellectual Disability and Autism",SOP8,Definitive,02/16/2021
SGCA,"autosomal recessive limb-girdle muscular dystrophy",AR,"Limb Girdle Muscular Dystrophy",SOP7,Definitive,04/14/2020
SGCB,"autosomal recessive limb-girdle muscular dystrophy",AR,"Limb Girdle Muscular Dystrophy",SOP7,Definitive,02/11/2020
SGCD,"autosomal recessive limb-girdle muscular dystrophy",AR,"Limb Girdle Muscular Dystrophy",SOP7,Definitive,04/14/2020
SGCD,"dilated cardiomyopathy",AD,"Dilated Cardiomyopathy",SOP7,Limited,09/04/2020
SGCG,"autosomal recessive limb-girdle muscular dystrophy",AR,"Limb Girdle Muscular Dystrophy",SOP7,Definitive,04/14/2020
SHANK2,"complex neurodevelopmental disorder",AD,"Intellectual Disability and Autism",SOP6,Definitive,07/17/2019
SHANK3,"Phelan-McDermid syndrome",AD,"Intellectual Disability and Autism",SOP6,Definitive,12/12/2018
SHOC2,"Noonan syndrome-like disorder with loose anagen hair",AD,RASopathy,SOP5,Definitive,07/25/2018
SHOC2,"Noonan syndrome",AD,RASopathy,SOP5,Disputed,05/31/2018
SHOC2,"Costello syndrome",AD,RASopathy,SOP5,Disputed,07/24/2018
SHOC2,"cardiofaciocutaneous syndrome",AD,RASopathy,SOP5,Disputed,06/01/2018
SHROOM4,"X-linked complex neurodevelopmental disorder",XL,"Intellectual Disability and Autism",SOP8,Disputed,01/13/2021
SIK1,"obsolete early infantile epileptic encephalopathy",AD,Epilepsy,SOP6,Limited,10/02/2018
SIX1,"branchio-oto-renal syndrome",AD,"Hearing Loss",SOP6,Definitive,06/22/2017
SIX5,"branchio-oto-renal syndrome",AD,"Hearing Loss",SOP5,Disputed,08/23/2018
SKI,"Shprintzen-Goldberg syndrome",AD,"Craniofacial Malformations",SOP8,Definitive,10/29/2020
SLC16A2,"Allan-Herndon-Dudley syndrome",XL,"Intellectual Disability and Autism",SOP5,Definitive,08/09/2018
SLC17A8,"nonsyndromic genetic deafness",AD,"Hearing Loss",SOP6,Strong,09/18/2018
SLC19A3,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP6,Definitive,01/14/2019
SLC1A1,"dicarboxylic aminoaciduria",AR,Aminoacidopathy,SOP6,Limited,10/11/2019
SLC1A2,"developmental and epileptic encephalopathy, 41",AD,Aminoacidopathy,SOP7,Definitive,10/29/2020
SLC1A3,"episodic ataxia type 6",AD,Aminoacidopathy,SOP7,Definitive,10/09/2020
SLC22A5,"systemic primary carnitine deficiency disease",AR,"Fatty Acid Oxidation Disorders",SOP6,Definitive,04/24/2018
SLC25A15,"ornithine translocase deficiency",AR,Aminoacidopathy,SOP7,Definitive,12/04/2019
SLC25A19,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP7,Limited,08/27/2020
SLC25A20,"carnitine-acylcarnitine translocase deficiency",AR,"Fatty Acid Oxidation Disorders",SOP6,Definitive,05/22/2018
SLC25A22,"obsolete early infantile epileptic encephalopathy",AR,Epilepsy,SOP7,Definitive,05/19/2020
SLC25A4,"mitochondrial DNA depletion syndrome 12",AR,"Hypertrophic Cardiomyopathy",SOP5,Definitive,08/30/2017
SLC25A46,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP7,Limited,08/27/2020
SLC25A46,"neuropathy, hereditary motor and sensory, type 6B",AR,Charcot-Marie-Tooth,SOP7,Definitive,05/26/2020
SLC26A2,"diastrophic dysplasia",AR,"Skeletal Disorders",SOP7,Definitive,06/01/2020
SLC26A2,"achondrogenesis type IB",AR,"Skeletal Disorders",SOP7,Definitive,08/03/2020
SLC26A2,"multiple epiphyseal dysplasia (disease)",AR,"Skeletal Disorders",SOP7,Definitive,04/06/2020
SLC26A2,"atelosteogenesis type II",AR,"Skeletal Disorders",SOP7,Definitive,07/14/2020
SLC26A4,"Pendred syndrome",AR,"Hearing Loss",SOP5,Definitive,08/02/2018
